 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100
61,15828.1,17033.7,17093.1,17556.4,17635.9,17899.9,18255.7,18050.7,17890.6,18230.6,18805.8,19204.0,19423.4,19455.4,19361.0,19305.6,19826.1,20614.7,20904.3,20837.3,20842.6,21075.7,21445.2,20888.6,20025.8,19704.3,20070.3,21129.0,22042.8,22813.6,23398.0,23997.9,24764.8,25852.4,26906.9,27116.4,26792.3,26513.7,26138.4,25569.1,24120.0,22510.0,21767.0,21140.0,20382.7,19938.7,20208.3,21014.4,20998.9,20162.5,19638.5,18998.6,18323.9,18159.4,17995.8,17787.9,17845.7,18226.7,18038.6,18273.1,19114.6,19608.6,19979.1,20188.4,20268.6,20255.7,20268.8,20689.4,20418.2,19495.5,19064.7,18890.9,18956.4,19033.4,19144.5,19093.6,18914.1,18941.5,18474.2,18259.9,18245.0,17769.7,17660.3,17710.3,17845.3,18048.7,18228.5,18295.7,18332.9,18348.7,18278.4,17981.9,17583.9,17341.5,17308.0,17522.3,16973.4,16016.5,15603.5,15416.6
62,15835.4,17043.8,17099.2,17562.7,17643.6,17907.3,18266.8,18061.1,17899.4,18242.3,18819.3,19219.5,19439.6,19470.4,19375.4,19323.1,19844.7,20632.0,20919.8,20853.6,20860.5,21090.8,21459.4,20902.4,20038.9,19717.4,20083.3,21144.7,22059.8,22827.3,23409.4,24010.2,24780.3,25865.4,26915.3,27124.0,26799.8,26522.1,26147.6,25579.2,24131.3,22521.8,21781.7,21154.6,20394.6,19950.1,20224.3,21032.7,21013.5,20174.4,19650.4,19011.2,18337.6,18172.9,18009.6,17804.3,17859.3,18238.1,18050.0,18286.4,19127.8,19622.6,19994.3,20201.4,20280.2,20268.5,20280.3,20699.1,20431.7,19508.5,19076.6,18901.7,18967.1,19045.7,19156.0,19104.8,18926.2,18952.0,18484.7,18270.2,18257.7,17783.8,17671.8,17720.7,17855.4,18058.2,18238.8,18310.5,18347.8,18358.6,18284.4,17986.6,17590.7,17349.1,17313.4,17529.3,16980.6,16023.5,15611.5,15424.1
63,15844.1,17053.0,17106.5,17570.8,17653.6,17918.0,18280.2,18073.0,17912.1,18256.5,18833.9,19234.7,19453.8,19484.5,19390.1,19338.6,19861.7,20648.4,20935.2,20868.7,20875.8,21109.5,21477.1,20917.1,20054.5,19733.2,20098.0,21158.9,22074.7,22842.1,23422.1,24022.1,24793.1,25879.4,26925.3,27129.6,26805.6,26528.7,26152.9,25585.5,24141.9,22536.4,21796.9,21169.7,20409.1,19963.0,20240.0,21049.8,21028.0,20187.2,19664.9,19024.6,18351.2,18186.2,18020.2,17819.0,17873.9,18250.3,18062.5,18297.6,19139.4,19635.4,20007.5,20213.0,20291.4,20281.3,20292.4,20710.7,20443.8,19520.9,19086.2,18910.9,18979.8,19057.0,19167.7,19117.4,18937.3,18967.0,18499.5,18281.0,18267.1,17793.8,17684.2,17732.3,17866.9,18069.6,18248.6,18320.6,18356.6,18368.2,18293.3,17993.1,17598.0,17358.3,17319.8,17536.7,16992.3,16035.1,15623.6,15434.2
64,15850.5,17059.2,17110.3,17575.6,17660.9,17926.1,18291.2,18086.6,17924.5,18269.3,18847.8,19250.6,19468.0,19498.6,19406.9,19354.5,19878.7,20666.1,20951.6,20887.3,20896.1,21126.2,21491.8,20930.2,20068.7,19748.4,20112.2,21172.8,22088.4,22857.0,23438.2,24038.6,24807.4,25890.0,26932.6,27135.3,26809.8,26535.4,26162.2,25595.1,24152.5,22549.5,21812.1,21187.5,20428.0,19980.1,20258.3,21067.3,21044.1,20204.2,19682.4,19038.9,18363.0,18198.7,18030.7,17830.3,17887.4,18263.6,18078.3,18315.0,19155.8,19649.6,20020.1,20224.6,20302.5,20294.0,20304.3,20720.9,20455.5,19530.7,19099.7,18927.1,18993.4,19068.5,19178.9,19130.5,18950.5,18978.9,18511.6,18293.6,18277.8,17803.2,17694.1,17745.9,17880.6,18081.2,18260.9,18332.5,18365.7,18376.4,18301.3,17999.4,17605.0,17366.6,17327.2,17545.1,17001.7,16045.0,15634.7,15443.8
65,15855.6,17063.2,17116.2,17583.4,17672.3,17938.7,18302.9,18100.8,17936.6,18280.5,18859.4,19261.8,19480.7,19511.6,19420.4,19368.9,19893.5,20681.6,20967.6,20901.2,20908.4,21141.6,21507.9,20944.8,20083.5,19762.6,20128.6,21188.4,22102.7,22871.6,23452.6,24052.0,24819.0,25901.5,26942.1,27143.6,26820.6,26547.9,26173.7,25606.4,24167.9,22566.1,21828.2,21204.5,20446.3,19996.6,20270.3,21081.6,21060.0,20218.5,19697.6,19051.2,18375.0,18213.2,18043.9,17840.5,17901.3,18278.8,18092.9,18328.8,19169.7,19662.2,20030.2,20238.4,20317.9,20306.9,20316.3,20734.6,20467.3,19542.4,19111.7,18939.8,19006.1,19077.6,19188.9,19142.4,18960.3,18991.6,18527.7,18307.2,18288.5,17814.1,17707.2,17760.1,17895.3,18094.6,18273.3,18342.2,18374.5,18386.3,18308.9,18004.7,17610.6,17374.9,17336.5,17553.4,17010.2,16053.8,15643.4,15452.4
66,15859.3,17066.1,17120.5,17590.6,17679.1,17945.9,18311.3,18109.0,17946.4,18292.0,18871.4,19271.8,19490.7,19524.2,19433.8,19383.6,19907.6,20696.9,20984.5,20917.7,20922.8,21154.0,21521.1,20959.0,20099.5,19775.0,20141.3,21203.7,22118.5,22885.1,23464.9,24064.7,24829.6,25908.8,26951.5,27155.4,26831.2,26559.8,26189.6,25620.3,24179.6,22580.5,21843.9,21220.0,20462.1,20012.3,20283.9,21094.8,21077.2,20237.3,19714.5,19064.8,18389.6,18226.5,18056.7,17851.4,17912.5,18292.1,18104.3,18341.7,19183.6,19673.2,20041.6,20254.4,20333.6,20319.7,20327.5,20749.4,20482.9,19555.1,19124.3,18950.2,19015.4,19088.1,19202.2,19157.4,18973.7,19003.4,18540.2,18320.2,18301.7,17828.0,17719.8,17772.4,17906.7,18107.4,18287.7,18357.3,18389.0,18395.4,18315.9,18012.3,17614.6,17381.5,17345.5,17559.6,17016.0,16061.3,15650.2,15458.4
67,15866.4,17075.0,17130.6,17600.9,17688.6,17956.3,18321.8,18119.5,17958.1,18303.7,18885.8,19286.2,19504.1,19535.2,19444.1,19395.8,19922.3,20712.9,20997.6,20930.1,20935.6,21168.1,21535.6,20973.4,20114.2,19788.2,20154.7,21217.6,22133.2,22898.2,23474.2,24076.2,24839.3,25920.7,26964.9,27166.6,26842.8,26569.6,26201.2,25633.6,24192.9,22596.5,21859.1,21231.9,20475.4,20027.1,20295.2,21103.3,21087.8,20248.0,19727.6,19079.3,18402.2,18239.7,18072.8,17867.7,17926.7,18306.6,18115.5,18349.8,19195.2,19687.1,20056.5,20269.5,20348.4,20333.0,20341.8,20765.6,20496.9,19567.3,19135.7,18962.6,19028.1,19101.4,19215.2,19168.0,18982.3,19015.3,18552.7,18331.8,18313.6,17840.0,17733.6,17785.4,17917.3,18120.0,18300.6,18371.3,18403.0,18404.7,18323.5,18021.3,17623.1,17387.3,17352.7,17566.4,17021.3,16067.3,15657.7,15467.4
68,15871.0,17081.7,17136.9,17606.3,17695.1,17964.0,18329.6,18127.6,17968.8,18314.5,18897.3,19299.8,19516.0,19545.5,19455.0,19405.8,19934.0,20726.7,21011.5,20944.5,20948.1,21180.0,21549.8,20987.6,20127.7,19800.9,20166.3,21228.7,22145.0,22910.4,23486.4,24089.3,24849.5,25928.5,26973.1,27175.1,26850.6,26574.8,26209.2,25645.6,24203.0,22606.3,21870.6,21242.8,20484.6,20038.5,20310.1,21115.0,21097.4,20261.3,19740.8,19092.9,18416.1,18251.4,18086.6,17880.5,17936.1,18315.6,18123.7,18358.4,19205.5,19697.6,20069.7,20282.2,20360.4,20345.0,20353.6,20775.7,20507.1,19577.3,19147.3,18975.3,19039.8,19114.0,19228.0,19177.9,18993.1,19025.5,18558.7,18340.5,18322.6,17849.0,17743.0,17793.3,17925.9,18128.3,18309.7,18380.7,18411.5,18412.5,18332.0,18029.8,17629.3,17390.0,17356.6,17569.3,17025.2,16074.1,15665.4,15474.7
69,15875.6,17086.7,17142.5,17612.6,17704.2,17973.1,18338.5,18139.7,17981.4,18326.3,18909.3,19314.2,19532.6,19560.4,19468.3,19420.2,19947.1,20737.9,21026.2,20959.8,20965.0,21197.9,21564.5,21000.1,20137.9,19815.5,20180.8,21241.6,22158.3,22923.3,23497.6,24099.5,24860.9,25939.9,26979.6,27181.0,26858.9,26581.3,26214.4,25655.1,24217.0,22618.9,21881.1,21253.8,20493.8,20049.8,20325.0,21128.0,21107.6,20271.8,19752.4,19106.1,18428.4,18265.7,18100.2,17895.2,17951.5,18326.7,18135.8,18370.6,19214.4,19709.8,20086.8,20298.1,20374.4,20358.3,20367.1,20784.4,20514.0,19588.1,19159.5,18989.4,19053.9,19128.1,19238.7,19185.1,19002.3,19034.4,18566.9,18348.9,18331.9,17858.2,17754.5,17808.2,17939.3,18138.7,18319.8,18391.0,18421.1,18421.3,18340.9,18037.8,17636.2,17394.2,17361.1,17576.4,17030.9,16081.0,15673.0,15484.5
70,15881.4,17091.7,17146.5,17616.8,17711.6,17980.2,18345.4,18148.6,17990.3,18337.3,18921.6,19325.9,19545.1,19572.9,19479.5,19432.3,19959.3,20752.7,21044.1,20976.4,20980.9,21211.7,21577.6,21014.1,20151.4,19828.7,20194.1,21254.2,22170.6,22935.3,23512.0,24109.5,24868.8,25947.2,26984.0,27187.5,26869.3,26591.9,26222.6,25665.8,24232.6,22632.6,21894.2,21268.9,20506.5,20060.2,20337.4,21142.1,21120.7,20285.9,19764.8,19116.9,18442.1,18279.3,18111.7,17906.3,17963.0,18338.7,18150.2,18384.7,19225.1,19720.8,20096.5,20309.8,20386.0,20369.0,20378.7,20796.7,20525.9,19600.4,19169.5,18997.0,19067.1,19140.8,19251.3,19199.6,19015.9,19046.0,18578.3,18359.6,18341.0,17868.2,17764.8,17818.7,17952.1,18152.8,18334.8,18404.2,18430.5,18430.5,18350.4,18044.3,17643.9,17403.1,17367.6,17582.7,17040.1,16091.1,15680.3,15492.0
71,15885.9,17096.9,17150.4,17621.3,17714.8,17985.4,18349.9,18152.6,17998.1,18344.6,18928.8,19333.2,19553.4,19583.9,19489.1,19442.2,19970.3,20764.6,21058.3,20989.8,20993.6,21223.4,21587.9,21024.2,20159.0,19836.6,20204.9,21267.6,22184.0,22946.0,23520.4,24116.0,24879.1,25956.2,26987.3,27192.5,26878.5,26601.1,26230.1,25673.7,24243.9,22645.9,21904.6,21279.2,20518.6,20071.0,20346.9,21153.2,21133.5,20296.9,19774.6,19127.0,18450.9,18290.5,18120.5,17915.7,17973.7,18349.1,18162.0,18393.7,19232.9,19730.9,20105.8,20319.8,20395.3,20377.2,20389.1,20809.5,20536.3,19610.8,19178.3,19004.7,19077.8,19150.9,19258.6,19209.1,19026.6,19057.2,18589.0,18369.5,18351.9,17878.9,17774.4,17830.1,17963.2,18164.8,18349.7,18416.7,18439.1,18438.7,18359.9,18050.6,17647.4,17407.3,17373.1,17590.3,17047.5,16099.5,15687.4,15498.6
72,15889.4,17102.8,17154.6,17625.3,17721.3,17992.3,18356.3,18159.0,18007.1,18354.5,18938.4,19342.9,19563.3,19595.1,19499.9,19451.8,19982.5,20780.7,21071.7,21002.3,21005.9,21234.1,21602.2,21040.0,20172.4,19848.1,20216.8,21278.8,22194.0,22958.5,23533.7,24125.1,24888.4,25967.6,27001.3,27203.5,26885.5,26613.0,26244.4,25687.1,24256.1,22659.4,21922.5,21296.7,20534.7,20085.7,20358.8,21164.9,21146.0,20311.7,19789.4,19138.3,18463.9,18303.3,18129.4,17923.1,17983.0,18361.2,18174.0,18403.3,19246.8,19743.6,20113.8,20328.2,20406.2,20388.2,20400.4,20825.1,20550.7,19623.0,19190.4,19015.2,19089.0,19162.2,19270.2,19221.1,19039.0,19072.2,18603.4,18383.9,18364.2,17890.8,17787.2,17841.4,17975.4,18177.4,18360.6,18425.3,18448.4,18447.8,18367.6,18056.5,17653.0,17414.1,17379.7,17595.9,17053.4,16105.2,15694.5,15506.8
73,15893.3,17108.8,17160.1,17632.0,17725.7,17999.0,18365.0,18165.2,18013.2,18359.9,18944.1,19350.9,19572.8,19605.5,19510.9,19461.5,19992.5,20792.2,21083.4,21014.3,21018.1,21247.7,21615.5,21052.7,20183.7,19857.0,20227.9,21289.6,22204.0,22970.8,23546.6,24136.8,24899.6,25975.1,27011.1,27213.0,26891.7,26621.9,26254.6,25697.6,24267.8,22671.6,21933.4,21308.2,20548.7,20099.8,20370.5,21176.5,21158.6,20326.9,19803.6,19150.8,18476.0,18315.1,18140.0,17932.7,17992.5,18370.9,18179.7,18410.6,19259.3,19751.9,20121.4,20337.3,20417.0,20400.0,20409.7,20835.1,20559.5,19631.6,19199.8,19025.0,19096.1,19170.3,19278.0,19229.7,19050.2,19082.3,18612.2,18392.3,18373.9,17899.9,17794.4,17850.3,17985.9,18183.6,18366.6,18433.7,18457.5,18456.5,18374.1,18062.2,17655.9,17416.8,17383.1,17600.0,17057.2,16109.6,15701.1,15513.2
74,15897.6,17116.7,17168.3,17639.3,17734.0,18007.9,18376.9,18177.2,18023.9,18372.8,18957.2,19362.8,19583.3,19616.0,19523.8,19477.0,20009.4,20807.8,21097.9,21028.9,21034.0,21263.9,21631.0,21067.9,20199.4,19868.7,20238.2,21301.4,22214.4,22983.9,23561.2,24149.8,24909.2,25982.7,27021.0,27219.3,26894.0,26629.0,26264.0,25709.5,24280.3,22682.6,21945.4,21320.3,20560.8,20113.9,20386.1,21189.9,21169.3,20340.0,19817.3,19161.5,18485.8,18323.3,18150.7,17944.0,18004.4,18383.2,18190.2,18425.4,19275.1,19764.8,20133.6,20348.8,20429.4,20412.9,20418.9,20840.4,20567.7,19642.4,19209.1,19034.1,19102.9,19180.2,19294.3,19244.5,19061.6,19091.7,18623.2,18401.6,18382.3,17910.4,17805.4,17860.9,17996.3,18193.9,18374.4,18441.6,18466.5,18464.9,18380.5,18067.9,17662.1,17423.6,17388.0,17604.2,17063.0,16114.5,15708.7,15523.8
75,15904.8,17125.3,17175.9,17645.1,17741.5,18019.3,18389.2,18189.2,18034.2,18384.8,18970.6,19376.4,19598.1,19629.6,19536.1,19489.8,20022.0,20821.3,21114.1,21043.7,21049.9,21280.6,21643.0,21077.5,20210.5,19880.1,20251.5,21316.5,22230.2,23000.0,23575.2,24166.6,24925.9,25991.5,27024.3,27222.4,26900.5,26632.4,26266.9,25716.1,24288.7,22693.1,21956.8,21332.3,20572.7,20126.8,20400.5,21204.7,21182.2,20349.5,19828.9,19174.9,18495.9,18335.3,18166.7,17956.5,18015.5,18397.4,18201.8,18437.2,19290.1,19780.2,20146.8,20360.2,20439.8,20424.1,20430.2,20848.4,20578.0,19653.9,19217.9,19042.9,19111.6,19188.9,19304.6,19255.2,19070.6,19099.6,18631.4,18409.2,18392.4,17919.9,17814.0,17870.7,18005.9,18202.1,18384.9,18452.7,18473.7,18472.8,18388.3,18075.3,17668.5,17430.2,17395.1,17611.3,17070.4,16122.0,15717.6,15534.1
76,15910.9,17132.0,17185.0,17652.7,17752.0,18031.5,18400.0,18200.0,18046.9,18399.7,18985.5,19391.8,19616.2,19649.8,19554.9,19507.7,20039.3,20837.1,21131.7,21062.2,21066.8,21297.4,21658.8,21090.1,20224.7,19897.0,20266.2,21333.5,22249.2,23019.2,23590.9,24181.3,24941.3,26006.1,27034.7,27230.3,26906.6,26638.0,26274.2,25725.2,24301.8,22708.2,21969.7,21343.9,20585.2,20140.5,20418.1,21222.1,21195.3,20359.5,19840.5,19187.0,18507.6,18348.5,18181.5,17969.8,18029.5,18412.5,18217.5,18450.0,19301.2,19795.3,20163.3,20374.5,20454.8,20436.9,20443.6,20861.7,20590.8,19667.1,19231.7,19055.2,19122.4,19201.2,19319.4,19268.6,19081.7,19113.5,18643.4,18419.6,18405.1,17933.8,17828.0,17884.0,18017.1,18214.3,18395.2,18460.8,18481.6,18480.3,18398.5,18086.5,17676.8,17436.5,17401.7,17617.4,17078.0,16131.2,15727.6,15545.2
77,15917.2,17135.4,17187.4,17657.6,17757.8,18037.6,18406.3,18208.9,18056.0,18410.4,18997.8,19406.4,19631.5,19664.5,19570.9,19522.2,20049.9,20849.0,21146.5,21079.3,21083.0,21313.7,21673.7,21103.7,20239.6,19913.6,20282.6,21346.7,22262.3,23031.6,23602.4,24193.8,24952.1,26019.8,27047.2,27240.5,26919.2,26648.5,26284.8,25735.4,24313.8,22722.7,21984.8,21361.1,20601.6,20155.6,20431.3,21234.1,21207.4,20371.3,19854.0,19203.2,18523.0,18363.4,18195.5,17983.1,18043.5,18428.1,18233.0,18461.2,19313.9,19809.0,20174.5,20385.7,20467.1,20448.8,20455.4,20874.8,20602.5,19678.5,19246.6,19069.5,19134.6,19211.0,19327.6,19279.1,19094.6,19125.9,18653.7,18431.6,18417.0,17943.6,17838.6,17896.9,18030.0,18226.7,18408.2,18471.3,18492.2,18489.9,18405.0,18093.8,17684.8,17442.3,17407.2,17624.2,17085.4,16139.1,15736.0,15553.6
78,15921.6,17139.9,17192.8,17663.3,17762.7,18042.9,18413.3,18217.6,18065.3,18418.9,19006.6,19417.9,19642.9,19676.8,19585.2,19536.0,20063.6,20862.1,21160.5,21094.8,21097.8,21329.3,21689.9,21120.9,20255.3,19925.5,20293.2,21357.6,22275.4,23043.1,23614.4,24206.2,24962.1,26031.3,27060.7,27250.3,26925.7,26656.7,26293.5,25746.7,24330.0,22737.3,21993.6,21371.1,20617.1,20170.7,20446.0,21247.5,21221.0,20386.7,19866.7,19214.5,18535.3,18375.1,18205.8,17994.3,18053.4,18437.5,18246.5,18475.7,19324.2,19817.4,20186.3,20399.2,20480.3,20462.7,20467.4,20887.4,20614.1,19689.3,19257.9,19081.0,19146.3,19222.7,19339.7,19293.5,19110.0,19137.8,18664.0,18443.5,18429.9,17955.7,17848.1,17906.4,18042.2,18239.3,18419.9,18482.6,18501.2,18498.7,18412.6,18099.6,17692.8,17448.0,17412.2,17629.9,17091.0,16147.9,15744.3,15559.4
79,15924.2,17142.5,17195.7,17668.3,17769.3,18050.4,18422.6,18229.0,18076.4,18429.6,19018.3,19430.8,19653.9,19684.9,19596.2,19549.0,20078.8,20878.0,21175.2,21109.1,21113.6,21346.0,21705.5,21136.8,20271.6,19941.4,20307.2,21369.1,22285.9,23052.2,23623.0,24216.2,24971.7,26040.6,27068.7,27256.3,26932.0,26663.9,26303.2,25757.6,24340.2,22749.6,22009.5,21389.2,20631.8,20183.3,20458.7,21259.3,21236.1,20403.9,19882.2,19228.4,18546.8,18385.6,18216.5,18006.3,18065.6,18447.4,18255.4,18488.3,19338.4,19829.1,20198.3,20413.8,20492.9,20475.3,20480.8,20895.7,20622.8,19700.2,19267.4,19091.9,19158.7,19232.4,19348.5,19303.9,19122.0,19146.1,18671.6,18456.2,18443.2,17965.3,17857.3,17916.2,18053.5,18251.8,18431.5,18492.9,18510.7,18509.1,18421.5,18104.1,17698.3,17454.4,17417.8,17636.5,17097.7,16155.5,15752.0,15567.5
80,15928.3,17147.4,17200.3,17675.8,17780.5,18059.5,18432.0,18239.8,18088.4,18440.4,19029.0,19441.9,19666.2,19695.8,19605.2,19558.5,20092.7,20892.9,21189.5,21120.3,21124.4,21358.0,21717.0,21147.3,20283.7,19951.7,20315.9,21381.7,22299.5,23066.0,23636.0,24227.7,24982.3,26048.2,27077.9,27264.6,26936.0,26668.8,26310.8,25767.8,24353.7,22765.2,22023.3,21400.1,20642.6,20195.5,20474.5,21274.2,21249.5,20419.2,19895.3,19238.9,18556.4,18396.0,18227.6,18016.8,18075.9,18457.7,18264.9,18499.1,19348.0,19837.7,20209.0,20424.0,20503.1,20488.0,20493.4,20907.8,20632.7,19710.4,19274.9,19097.2,19166.3,19243.2,19358.8,19312.2,19130.5,19157.1,18681.9,18466.0,18452.9,17971.2,17864.8,17924.6,18061.8,18262.3,18441.5,18503.7,18518.6,18515.9,18429.8,18109.5,17703.7,17460.5,17424.0,17641.0,17103.6,16164.0,15757.8,15574.7
81,15932.3,17153.2,17206.2,17682.8,17788.9,18068.6,18440.4,18247.6,18098.6,18451.0,19041.5,19454.2,19678.5,19708.0,19616.6,19570.5,20105.8,20907.7,21205.8,21136.2,21137.3,21369.2,21728.7,21157.1,20296.7,19966.5,20327.1,21392.4,22310.7,23080.4,23648.6,24237.3,24992.0,26057.9,27085.7,27272.0,26945.4,26678.0,26323.3,25780.4,24364.0,22775.0,22035.9,21412.8,20653.5,20206.3,20483.9,21284.7,21262.2,20433.6,19906.1,19247.7,18565.8,18406.6,18239.1,18027.4,18089.0,18470.9,18275.0,18507.0,19358.0,19849.3,20220.8,20435.6,20512.4,20496.9,20502.7,20917.6,20643.6,19721.6,19288.0,19108.5,19175.7,19252.6,19367.6,19321.2,19140.4,19168.3,18692.4,18477.3,18463.6,17979.8,17873.3,17934.6,18072.9,18274.3,18452.3,18513.5,18528.2,18524.5,18438.3,18116.9,17707.8,17464.3,17430.2,17645.9,17108.7,16170.5,15765.4,15583.2
82,15936.4,17160.5,17213.6,17687.5,17793.1,18074.7,18444.1,18253.2,18106.2,18460.2,19050.6,19464.5,19689.2,19719.6,19630.0,19582.5,20117.2,20921.0,21221.0,21150.3,21151.2,21381.9,21739.6,21169.6,20310.1,19977.4,20336.7,21404.3,22323.2,23093.3,23661.4,24247.3,25002.2,26067.8,27095.0,27281.1,26953.9,26685.2,26331.3,25790.1,24375.6,22787.8,22049.0,21424.5,20666.4,20220.7,20496.7,21297.3,21272.4,20442.5,19916.7,19260.2,18579.7,18419.1,18247.9,18036.8,18098.7,18481.3,18287.4,18519.4,19369.7,19862.2,20235.2,20447.9,20522.8,20507.2,20512.6,20930.1,20654.8,19730.9,19301.2,19119.3,19184.6,19262.7,19379.4,19330.6,19149.5,19180.5,18707.1,18488.2,18471.1,17988.7,17885.1,17946.4,18082.4,18285.8,18467.5,18527.3,18538.6,18532.3,18442.5,18122.2,17713.6,17468.3,17436.4,17652.7,17114.5,16177.6,15772.4,15591.1
83,15942.0,17167.4,17222.7,17695.7,17798.4,18081.8,18451.2,18260.8,18114.1,18469.6,19063.1,19474.6,19698.7,19732.8,19642.9,19596.7,20129.3,20933.3,21235.5,21166.0,21168.3,21397.7,21752.8,21181.5,20321.1,19990.7,20351.1,21418.0,22335.0,23106.1,23675.0,24259.4,25014.5,26077.9,27099.5,27285.9,26961.7,26691.5,26338.2,25800.7,24383.1,22794.2,22059.2,21436.2,20680.4,20236.1,20507.7,21308.6,21286.0,20454.1,19928.0,19270.0,18591.8,18431.9,18258.0,18047.8,18108.2,18489.8,18297.4,18530.3,19382.2,19875.1,20249.8,20461.5,20532.1,20515.0,20523.4,20941.0,20665.9,19738.5,19308.3,19130.5,19195.2,19273.0,19392.7,19343.1,19159.5,19188.7,18716.0,18497.8,18480.1,18000.1,17896.8,17955.9,18092.1,18294.4,18476.0,18536.5,18548.2,18541.0,18449.9,18131.5,17719.2,17473.4,17444.1,17660.9,17121.5,16182.3,15778.3,15597.9
84,15948.7,17174.1,17230.8,17704.7,17805.7,18089.2,18460.7,18272.2,18124.0,18480.7,19073.2,19483.4,19709.7,19744.9,19655.3,19609.1,20143.3,20946.5,21248.0,21179.6,21183.6,21412.4,21766.6,21195.1,20335.3,20005.8,20366.2,21433.5,22350.6,23119.4,23689.3,24271.6,25024.8,26088.1,27107.4,27292.1,26969.1,26698.7,26343.2,25809.1,24396.3,22809.7,22075.1,21450.2,20694.1,20250.8,20523.4,21324.5,21298.1,20463.3,19940.6,19284.6,18605.1,18441.4,18268.5,18061.0,18120.3,18502.4,18309.2,18542.6,19396.7,19890.1,20265.4,20475.3,20545.8,20527.1,20536.4,20954.2,20676.5,19746.7,19313.2,19137.4,19204.6,19283.6,19405.6,19353.9,19167.5,19198.1,18728.9,18508.5,18487.2,18008.9,17908.2,17968.1,18103.2,18303.4,18485.7,18545.4,18555.2,18548.0,18457.7,18138.1,17724.3,17480.4,17450.5,17666.2,17129.0,16191.2,15786.6,15604.4
85,15957.8,17181.3,17234.7,17713.7,17818.7,18098.0,18472.5,18286.2,18138.1,18494.7,19085.0,19494.7,19720.0,19754.7,19665.7,19622.9,20158.0,20960.2,21261.2,21193.6,21197.4,21426.6,21780.0,21206.8,20345.7,20016.4,20380.6,21447.1,22363.2,23132.4,23701.4,24283.9,25036.4,26098.8,27117.3,27298.8,26975.2,26707.0,26352.5,25820.8,24406.7,22819.0,22086.4,21461.0,20704.8,20262.8,20536.7,21338.1,21311.4,20478.0,19954.9,19295.9,18616.2,18452.9,18283.3,18073.1,18130.2,18515.0,18322.4,18554.1,19408.4,19902.3,20276.7,20486.0,20557.4,20540.2,20547.9,20962.9,20686.6,19758.3,19321.5,19148.7,19217.0,19294.2,19416.5,19367.5,19180.1,19208.0,18737.7,18519.0,18497.1,18016.8,17917.5,17979.8,18115.8,18311.9,18492.8,18553.5,18562.1,18555.3,18465.8,18144.9,17731.3,17488.0,17455.8,17670.9,17136.2,16199.1,15795.3,15613.1
86,15963.4,17189.1,17239.6,17717.1,17826.5,18105.9,18479.1,18293.3,18146.5,18504.5,19094.5,19505.1,19731.5,19763.2,19676.9,19636.2,20169.6,20972.6,21273.7,21204.5,21207.3,21437.8,21792.3,21221.0,20359.7,20027.3,20389.8,21455.0,22374.2,23142.4,23710.6,24294.9,25044.5,26103.6,27121.7,27302.8,26977.9,26711.3,26356.0,25826.0,24415.4,22828.7,22096.7,21470.5,20714.4,20271.5,20548.1,21350.5,21321.9,20488.7,19964.2,19307.3,18628.8,18462.3,18292.0,18080.0,18141.7,18527.2,18332.0,18563.4,19415.9,19910.5,20287.4,20500.1,20570.1,20550.1,20557.0,20970.8,20696.1,19771.1,19334.2,19158.7,19227.4,19303.1,19420.1,19374.0,19189.0,19218.2,18747.8,18527.6,18506.1,18027.1,17929.3,17989.9,18124.9,18320.8,18500.5,18561.7,18570.5,18563.6,18472.4,18149.6,17736.7,17492.4,17457.6,17674.1,17141.1,16208.2,15806.2,15620.7
